CT,ID
24.744,310_2_3
24.229,310_2_3
19.244,311_2_1
19.455,311_2_1
13.949,311_2_2
13.364,311_2_2
21.227,311_2_3
21.291,311_2_3
18.288,312_2_1
18.39,312_2_1
14.126,312_2_2
13.747,312_2_2
16.836,312_2_3
16.962,312_2_3
19.855,313_2_1
19.494,313_2_1
25.763,313_2_2
25.671,313_2_2
20.348,313_2_3
20.787,313_2_3
17.421,314_2_1
18.255,314_2_1
23.413,314_2_2
23.65,314_2_2
24.242,314_2_3
23.734,314_2_3
16.974,315_2_1
16.626,315_2_1
14.154,315_2_2
14.215,315_2_2
16.573,315_2_3
16.912,315_2_3
14.438,316_2_1
15.234,316_2_1
23.127,316_2_2
22.759,316_2_2
24.375,316_2_3
23.3,316_2_3
21.718,317_2_1
21.556,317_2_1
24.165,317_2_2
24.184,317_2_2
23.685,317_2_3
23.988,317_2_3
18.745,318_2_1
18.572,318_2_1
14.368,318_2_2
14.596,318_2_2
16.988,318_2_3
17.015,318_2_3
18.456,319_2_1
17.766,319_2_1
26.336,319_2_2
26.184,319_2_2
24.466,319_2_3
25.342,319_2_3
22.632,32_1_1
22.456,32_1_1
23.041,32_1_2
23.106,32_1_2
21.651,32_1_3
21.206,32_1_3
16.048,320_2_1
16.131,320_2_1
14.42,320_2_2
13.838,320_2_2
25.143,320_2_3
24.788,320_2_3
17.983,321_2_1
16.072,321_2_1
13.964,321_2_2
14.438,321_2_2
23.305,321_2_3
23.212,321_2_3
15.863,322_2_1
16.858,322_2_1
20.84,322_2_2
20.893,322_2_2
24.495,322_2_3
24.394,322_2_3
18.895,323_2_1
19.09,323_2_1
16.122,323_2_2
16.085,323_2_2
24.274,323_2_3
23.734,323_2_3
23.23,324_2_1
23.409,324_2_1
20.947,324_2_2
21.053,324_2_2
24.67,324_2_3
23.361,324_2_3
17.009,325_2_1
16.746,325_2_1
22.79,325_2_2
22.618,325_2_2
23.793,325_2_3
24.037,325_2_3
16.13,326_2_1
13.245,326_2_1
21.918,326_2_2
21.73,326_2_2
16.599,326_2_3
16.833,326_2_3
18.028,327_2_1
17.692,327_2_1
24.379,327_2_2
24.615,327_2_2
20.032,327_2_3
20.605,327_2_3
25.038,328_2_1
25.196,328_2_1
27.913,328_2_2
28.227,328_2_2
22.272,328_2_3
22.484,328_2_3
17.844,329_2_1
17.535,329_2_1
21.158,329_2_2
21.568,329_2_2
15.691,329_2_3
15.99,329_2_3
23.587,33_1_1
23.866,33_1_1
23.783,33_1_2
23.316,33_1_2
16.219,33_1_3
16.92,33_1_3
24.128,330_2_1
24.28,330_2_1
24.256,330_2_2
24.788,330_2_2
20.439,330_2_3
22.719,330_2_3
22.959,331_2_1
22.712,331_2_1
23.461,331_2_2
23.458,331_2_2
20.694,331_2_3
20.89,331_2_3
19.315,332_2_1
19.12,332_2_1
24.192,332_2_2
24.331,332_2_2
14.921,332_2_3
14.721,332_2_3
21.576,333_2_1
21.469,333_2_1
24.978,333_2_2
25.294,333_2_2
16.906,333_2_3
16.139,333_2_3
25.448,334_2_1
25,334_2_1
19.159,334_2_2
19.184,334_2_2
20.182,334_2_3
20.342,334_2_3
26.123,335_2_1
26.366,335_2_1
22.716,335_2_2
22.471,335_2_2
22.709,335_2_3
21.699,335_2_3
24.104,336_2_1
24.108,336_2_1
17.464,336_2_2
17.694,336_2_2
20.906,336_2_3
20.557,336_2_3
19.375,337_2_1
18.486,337_2_1
25.062,337_2_2
25.301,337_2_2
20.424,337_2_3
20.524,337_2_3
21.412,338_2_1
21.427,338_2_1
22.715,338_2_2
22.816,338_2_2
21.96,338_2_3
22.186,338_2_3
16.206,339_2_1
16.474,339_2_1
24.347,339_2_2
24.058,339_2_2
21.819,339_2_3
21.487,339_2_3
23.092,34_1_1
23.179,34_1_1
22.463,34_1_2
22.236,34_1_2
16.645,34_1_3
16.531,34_1_3
24.645,340_2_1
24.342,340_2_1
25.589,340_2_2
25.532,340_2_2
22.314,340_2_3
22.772,340_2_3
20.648,341_2_1
19.688,341_2_1
18.705,341_2_2
19.014,341_2_2
19.566,341_2_3
19.821,341_2_3
19.877,342_2_1
20.297,342_2_1
27.171,342_2_2
26.076,342_2_2
21.212,342_2_3
20.819,342_2_3
19.111,343_2_1
19.438,343_2_1
25.367,343_2_2
24.862,343_2_2
17.976,343_2_3
17.389,343_2_3
17.779,344_2_1
16.129,344_2_1
26.23,344_2_2
26.15,344_2_2
22.536,344_2_3
22.89,344_2_3
18.218,345_2_1
18.173,345_2_1
23.851,345_2_2
23.798,345_2_2
19.038,345_2_3
19.428,345_2_3
22.515,346_2_1
22.729,346_2_1
24.939,346_2_2
23.14,346_2_2
21.526,346_2_3
21.533,346_2_3
18.956,347_2_1
19.716,347_2_1
27.167,347_2_2
26.952,347_2_2
21.626,347_2_3
21.238,347_2_3
24.426,348_2_1
24.384,348_2_1
24.967,348_2_2
24.864,348_2_2
21.608,348_2_3
21.577,348_2_3
18.792,349_2_1
19.184,349_2_1
23.434,349_2_2
23.249,349_2_2
24.995,349_2_3
24.53,349_2_3
24.352,35_1_1
24.369,35_1_1
22.558,35_1_2
22.893,35_1_2
19.579,35_1_3
19.761,35_1_3
18.97,350_2_1
19.381,350_2_1
25.265,350_2_2
24.963,350_2_2
23.396,350_2_3
23.335,350_2_3
20.875,351_2_1
20.882,351_2_1
15.714,351_2_2
16.053,351_2_2
16.692,351_2_3
16.705,351_2_3
17.376,352_2_1
18.601,352_2_1
22.959,352_2_2
22.927,352_2_2
20.655,352_2_3
20.196,352_2_3
20.313,353_2_1
20.529,353_2_1
20.26,353_2_2
20.012,353_2_2
20.016,353_2_3
20.096,353_2_3
25.299,354_2_1
25.445,354_2_1
22.295,354_2_2
22.344,354_2_2
18.722,354_2_3
19.811,354_2_3
17.438,355_2_1
17.491,355_2_1
20.266,355_2_2
20.299,355_2_2
22.479,355_2_3
22.697,355_2_3
24.284,356_2_1
24.428,356_2_1
20.363,356_2_2
20.625,356_2_2
21.233,356_2_3
21.464,356_2_3
17.725,357_2_1
16.847,357_2_1
15.299,357_2_2
14.895,357_2_2
20.442,357_2_3
20.343,357_2_3
14.24,358_2_1
15.115,358_2_1
16.196,358_2_2
16.122,358_2_2
14.931,358_2_3
14.801,358_2_3
22.399,359_2_1
22.232,359_2_1
21.671,359_2_2
21.6,359_2_2
22.212,359_2_3
21.665,359_2_3
24.279,36_1_1
24.208,36_1_1
24.931,36_1_2
25.271,36_1_2
23.703,36_1_3
23.816,36_1_3
18.522,360_2_1
18.271,360_2_1
18.251,360_2_2
18.135,360_2_2
20.075,360_2_3
21.481,360_2_3
17.556,361_2_1
18.147,361_2_1
21.212,361_2_2
20.955,361_2_2
22.769,361_2_3
22.79,361_2_3
18.486,362_2_1
18.451,362_2_1
17.375,362_2_2
17.756,362_2_2
21.222,362_2_3
21.602,362_2_3
20.721,363_2_1
20.405,363_2_1
18.604,363_2_2
18.092,363_2_2
20.549,363_2_3
21.116,363_2_3
23.812,364_2_1
24.311,364_2_1
18.225,364_2_2
17.885,364_2_2
22.502,364_2_3
22.369,364_2_3
17.854,365_2_1
18.268,365_2_1
16.778,365_2_2
15.743,365_2_2
28.305,365_2_3
27.964,365_2_3
21.393,366_2_1
21,366_2_1
14.181,366_2_2
14.019,366_2_2
20.43,366_2_3
20.708,366_2_3
18.13,367_2_1
17.598,367_2_1
16.636,367_2_2
17.115,367_2_2
21.224,367_2_3
20.789,367_2_3
19.195,368_2_1
19.222,368_2_1
18.088,368_2_2
17.816,368_2_2
23.373,368_2_3
22.467,368_2_3
15.965,369_2_1
15.689,369_2_1
16.862,369_2_2
16.612,369_2_2
16.39,369_2_3
16.706,369_2_3
23.293,37_1_1
23.516,37_1_1
24.946,37_1_2
25.005,37_1_2
20.48,37_1_3
19.7,37_1_3
19.362,370_2_1
17.765,370_2_1
17.733,370_2_2
17.835,370_2_2
20.647,370_2_3
20.897,370_2_3
19.568,371_2_1
19.574,371_2_1
22.483,371_2_2
22.624,371_2_2
20.51,371_2_3
20.7,371_2_3
19.689,372_2_1
19.805,372_2_1
23.179,372_2_2
23.484,372_2_2
22.476,372_2_3
22.357,372_2_3
15.621,373_2_1
15.694,373_2_1
17.902,373_2_2
17.859,373_2_2
20.208,373_2_3
20.181,373_2_3
21.987,374_2_1
21.978,374_2_1
18.033,374_2_2
17.968,374_2_2
22.331,374_2_3
22.062,374_2_3
20.611,375_2_1
20.643,375_2_1
16.589,375_2_2
16.524,375_2_2
20.136,375_2_3
19.405,375_2_3
21.383,376_2_1
21.418,376_2_1
21.346,376_2_2
20.549,376_2_2
18.255,376_2_3
19.193,376_2_3
21.532,377_2_1
21.934,377_2_1
16.808,377_2_2
17.347,377_2_2
20.942,377_2_3
21.193,377_2_3
18.786,378_2_1
19.345,378_2_1
18.191,378_2_2
18.238,378_2_2
15.388,378_2_3
15.722,378_2_3
15.841,379_2_1
16.222,379_2_1
22.165,379_2_2
22.114,379_2_2
20.245,379_2_3
20.634,379_2_3
25.178,38_1_1
25.335,38_1_1
26.091,38_1_2
25.946,38_1_2
22.685,38_1_3
22.178,38_1_3
18.219,380_2_1
17.76,380_2_1
17.88,380_2_2
18.023,380_2_2
20.353,380_2_3
20.388,380_2_3
23.736,381_2_1
23.69,381_2_1
19.058,381_2_2
19.321,381_2_2
18.827,381_2_3
18.386,381_2_3
25.67,382_2_1
26.086,382_2_1
23.586,382_2_2
23.773,382_2_2
22.871,382_2_3
23.02,382_2_3
24.617,383_2_1
24.855,383_2_1
20.464,383_2_2
20.085,383_2_2
22.728,383_2_3
22.057,383_2_3
23.312,384_2_1
23.266,384_2_1
22.747,384_2_2
22.8,384_2_2
22.426,384_2_3
22.36,384_2_3
20.39,385_2_1
19.875,385_2_1
20.217,385_2_2
20.112,385_2_2
22.959,385_2_3
23.01,385_2_3
25.756,386_2_1
25.85,386_2_1
15.85,386_2_2
15.273,386_2_2
22.804,386_2_3
21.909,386_2_3
23.087,387_2_1
23.189,387_2_1
24.747,387_2_2
24.542,387_2_2
21.348,387_2_3
21.247,387_2_3
23.627,388_2_1
24.188,388_2_1
19.816,388_2_2
22.268,388_2_2
21.957,388_2_3
22.27,388_2_3
24.046,389_2_1
24.316,389_2_1
20.914,389_2_2
21.174,389_2_2
20.91,389_2_3
20.465,389_2_3
23.422,39_1_1
23.678,39_1_1
24.183,39_1_2
24.296,39_1_2
19.4,39_1_3
18.964,39_1_3
25.269,390_2_1
25.174,390_2_1
19.851,390_2_2
20.403,390_2_2
19.338,390_2_3
19.498,390_2_3
23.732,391_2_1
23.479,391_2_1
20.405,391_2_2
19.799,391_2_2
22.071,391_2_3
21.353,391_2_3
22.424,392_2_1
23.127,392_2_1
18.868,392_2_2
18.792,392_2_2
16.813,392_2_3
16.809,392_2_3
25.33,393_2_1
25.559,393_2_1
20.97,393_2_2
21.178,393_2_2
23.605,393_2_3
24.232,393_2_3
24.095,394_2_1
24.293,394_2_1
19.769,394_2_2
20.021,394_2_2
23.214,394_2_3
22.69,394_2_3
21.951,395_2_1
22.305,395_2_1
19.912,395_2_2
19.705,395_2_2
20.886,395_2_3
20.561,395_2_3
21.934,396_2_1
21.843,396_2_1
15.409,396_2_2
15.35,396_2_2
15.691,396_2_3
15.92,396_2_3
22.399,397_2_1
23.167,397_2_1
20.648,397_2_2
20.773,397_2_2
22.384,397_2_3
21.745,397_2_3
24.358,398_2_1
24.472,398_2_1
19.867,398_2_2
20.192,398_2_2
22.361,398_2_3
22.548,398_2_3
24.426,399_2_1
23.977,399_2_1
21.356,399_2_2
21.494,399_2_2
20.978,399_2_3
20.979,399_2_3
23.875,4_1_1
25.227,4_1_1
22.103,4_1_2
22.499,4_1_2
15.473,4_1_3
16.265,4_1_3
23.743,40_1_1
23.84,40_1_1
23.448,40_1_2
23.843,40_1_2
21.261,40_1_3
21.965,40_1_3
22.477,400_2_1
22.831,400_2_1
20.344,400_2_2
20.02,400_2_2
14.994,400_2_3
15.18,400_2_3
26.299,401_2_1
27.01,401_2_1
22.253,401_2_2
22.787,401_2_2
22.939,401_2_3
22.593,401_2_3
21.067,402_2_1
21.274,402_2_1
18.766,402_2_2
18.778,402_2_2
17.071,402_2_3
17.58,402_2_3
25.034,403_2_1
24.805,403_2_1
22.617,403_2_2
22.543,403_2_2
18.221,403_2_3
17.558,403_2_3
26.059,404_0_1
25.634,404_0_1
23.856,404_0_2
23.678,404_0_2
25.226,404_0_3
24.688,404_0_3
23.538,405_0_1
23.425,405_0_1
24.976,405_0_2
23.936,405_0_2
24.24,405_0_3
24.377,405_0_3
24.526,41_1_1
24.63,41_1_1
25.323,41_1_2
25.413,41_1_2
18.591,41_1_3
19.047,41_1_3
24.361,42_1_1
24.243,42_1_1
26.192,42_1_2
26.253,42_1_2
23.552,42_1_3
24.126,42_1_3
25.62,43_1_1
25.853,43_1_1
24.162,43_1_2
23.953,43_1_2
16.844,43_1_3
17.071,43_1_3
23.816,44_1_1
24.048,44_1_1
25.703,44_1_2
25.435,44_1_2
19.113,44_1_3
19.384,44_1_3
22.498,45_1_1
22.391,45_1_1
23.4,45_1_2
23.299,45_1_2
18.718,45_1_3
19.101,45_1_3
24.317,46_1_1
24.491,46_1_1
26.422,46_1_2
26.843,46_1_2
16.479,46_1_3
16.239,46_1_3
22.742,47_1_1
22.74,47_1_1
24.981,47_1_2
24.848,47_1_2
18.339,47_1_3
18.178,47_1_3
25.041,48_1_1
25.005,48_1_1
24.54,48_1_2
24.913,48_1_2
21.394,48_1_3
21.153,48_1_3
24.072,49_1_1
23.669,49_1_1
26.608,49_1_2
26.809,49_1_2
22.745,49_1_3
22.833,49_1_3
22.364,5_1_1
22.353,5_1_1
24.865,5_1_2
24.531,5_1_2
17.924,5_1_3
17.79,5_1_3
24.205,50_1_1
24.617,50_1_1
23.547,50_1_2
23.578,50_1_2
16.045,50_1_3
15.633,50_1_3
22.929,51_1_1
23.122,51_1_1
24.573,51_1_2
24.465,51_1_2
25.047,51_1_3
24.071,51_1_3
20.259,52_1_1
20.624,52_1_1
23.387,52_1_2
23.321,52_1_2
15.311,52_1_3
16.001,52_1_3
21.637,53_1_1
21.859,53_1_1
19.825,53_1_2
19.903,53_1_2
22.757,53_1_3
21.777,53_1_3
21.05,54_1_1
20.777,54_1_1
24.862,54_1_2
25.359,54_1_2
21.776,54_1_3
22.097,54_1_3
15.897,55_1_1
16.451,55_1_1
17.62,55_1_2
17.852,55_1_2
15.606,55_1_3
15.683,55_1_3
23.918,56_1_1
23.955,56_1_1
24.808,56_1_2
24.917,56_1_2
23.009,56_1_3
22.886,56_1_3
20.1,57_1_1
20.289,57_1_1
17.572,57_1_2
17.542,57_1_2
17.831,57_1_3
18.108,57_1_3
25.692,58_1_1
25.823,58_1_1
22.768,58_1_2
22.682,58_1_2
16.555,58_1_3
16.55,58_1_3
18.778,59_1_1
19.211,59_1_1
25.891,59_1_2
25.084,59_1_2
14.782,59_1_3
15.079,59_1_3
23.092,6_1_1
23.112,6_1_1
20.164,6_1_2
19.907,6_1_2
22.646,6_1_3
22.482,6_1_3
24.064,60_1_1
24.406,60_1_1
22.3,60_1_2
22.134,60_1_2
17.977,60_1_3
18.511,60_1_3
22.941,61_1_1
22.928,61_1_1
15.605,61_1_2
15.588,61_1_2
15.782,61_1_3
15.468,61_1_3
20.866,62_1_1
20.059,62_1_1
23.182,62_1_2
22.699,62_1_2
18.515,62_1_3
17.992,62_1_3
24.163,63_1_1
24.936,63_1_1
24.019,63_1_2
24.2,63_1_2
20.46,63_1_3
20.491,63_1_3
24.45,64_1_1
24.592,64_1_1
23.314,64_1_2
23.409,64_1_2
23.613,64_1_3
22.455,64_1_3
17.276,65_1_1
17.415,65_1_1
25.58,65_1_2
25.329,65_1_2
15.222,65_1_3
15.446,65_1_3
24.12,66_1_1
24.185,66_1_1
24.788,66_1_2
24.498,66_1_2
15.974,66_1_3
15.935,66_1_3
23.79,67_1_1
23.192,67_1_1
26.45,67_1_2
26.544,67_1_2
18.644,67_1_3
18.952,67_1_3
23.637,68_1_1
23.622,68_1_1
26.353,68_1_2
26.598,68_1_2
15.167,68_1_3
15.3,68_1_3
23.548,69_1_1
23.771,69_1_1
24.483,69_1_2
24.837,69_1_2
20.952,69_1_3
20.739,69_1_3
22.725,7_1_1
22.976,7_1_1
20.855,7_1_2
20.72,7_1_2
15.64,7_1_3
15.868,7_1_3
22.13,70_1_1
21.981,70_1_1
25.219,70_1_2
25.253,70_1_2
23.071,70_1_3
23.372,70_1_3
24.126,71_1_1
24.06,71_1_1
23.888,71_1_2
23.879,71_1_2
16.914,71_1_3
16.9,71_1_3
21.37,72_1_1
21.781,72_1_1
24.887,72_1_2
24.262,72_1_2
20.278,72_1_3
19.733,72_1_3
22.551,73_1_1
22.96,73_1_1
29.972,73_1_2
26.332,73_1_2
16.723,73_1_3
17.02,73_1_3
21.781,74_1_1
21.858,74_1_1
16.822,74_1_2
17.746,74_1_2
15.986,74_1_3
15.253,74_1_3
22.266,75_1_1
22.136,75_1_1
23.965,75_1_2
24.318,75_1_2
20.509,75_1_3
21.161,75_1_3
18.784,77_1_1
17.892,77_1_1
20.625,77_1_2
20.915,77_1_2
23.591,77_1_3
23.249,77_1_3
25.105,78_1_1
25.683,78_1_1
25.13,78_1_2
25.21,78_1_2
18.151,78_1_3
18.482,78_1_3
23.161,79_1_1
22.929,79_1_1
22.25,79_1_2
22.294,79_1_2
19.632,79_1_3
19.849,79_1_3
20.812,8_1_1
20.797,8_1_1
20.487,8_1_2
21.645,8_1_2
15.2,8_1_3
15.505,8_1_3
22.975,80_1_1
23.119,80_1_1
25.918,80_1_2
25.703,80_1_2
19.779,80_1_3
19.793,80_1_3
25.411,81_1_1
25.643,81_1_1
25.175,81_1_2
24.945,81_1_2
20.196,81_1_3
20.385,81_1_3
23.141,82_1_1
22.792,82_1_1
24.368,82_1_2
24.864,82_1_2
34.249,82_1_3
28.162,82_1_3
24.404,83_1_1
24.843,83_1_1
24.869,83_1_2
25.067,83_1_2
21.051,83_1_3
20.411,83_1_3
21.704,84_1_1
23.869,84_1_1
24.902,84_1_2
24.922,84_1_2
18.775,84_1_3
18.505,84_1_3
20.333,85_1_1
20.601,85_1_1
24.199,85_1_2
23.213,85_1_2
20.757,85_1_3
20.249,85_1_3
24.033,86_1_1
24.069,86_1_1
25.701,86_1_2
25.644,86_1_2
21.346,86_1_3
21.382,86_1_3
14.728,87_1_1
15.239,87_1_1
22.04,87_1_2
22.47,87_1_2
19.691,87_1_3
19.98,87_1_3
19.634,88_1_1
19.942,88_1_1
24.451,88_1_2
24.009,88_1_2
18.843,88_1_3
18.547,88_1_3
23.212,89_1_1
23.077,89_1_1
23.401,89_1_2
23.211,89_1_2
16.373,89_1_3
17.005,89_1_3
18.19,9_1_1
18.158,9_1_1
25.059,9_1_2
25.873,9_1_2
17.045,9_1_3
17.277,9_1_3
24.685,90_1_1
25.106,90_1_1
24.007,90_1_2
24.048,90_1_2
19.332,90_1_3
21.291,90_1_3
19.997,91_1_1
20.692,91_1_1
25.885,91_1_2
25.795,91_1_2
17.714,91_1_3
17.321,91_1_3
21.326,92_1_1
21.532,92_1_1
25.593,92_1_2
25.275,92_1_2
15.033,92_1_3
15.019,92_1_3
18.928,93_1_1
18.608,93_1_1
22.084,93_1_2
22.219,93_1_2
16.538,93_1_3
16.668,93_1_3
19.615,94_1_1
19.377,94_1_1
23.155,94_1_2
23.899,94_1_2
15.641,94_1_3
15.549,94_1_3
20.335,95_1_1
19.837,95_1_1
26.005,95_1_2
25.631,95_1_2
20.866,95_1_3
20.603,95_1_3
26.053,96_1_1
25.927,96_1_1
23.88,96_1_2
23.878,96_1_2
14.667,96_1_3
14.866,96_1_3
22.88,97_1_1
22.923,97_1_1
19.925,97_1_2
19.916,97_1_2
22.297,97_1_3
22.006,97_1_3
24.583,98_1_1
25.541,98_1_1
23.39,98_1_2
23.981,98_1_2
19.076,98_1_3
18.339,98_1_3
23.652,99_1_1
23.83,99_1_1
22.791,99_1_2
22.73,99_1_2
23.304,99_1_3
23.471,99_1_3
14.27,#N/A
14.239,#N/A
14.318,#N/A
13.571,#N/A
13.883,#N/A
13.884,#N/A
13.656,#N/A
13.311,#N/A
13.595,#N/A
13.878,#N/A
13.144,#N/A
13.111,#N/A
11.759,#N/A
11.992,#N/A
12.288,#N/A
12.701,#N/A
12.388,#N/A
11.916,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
27.2,#N/A
27.72,#N/A
34.625,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
49.922,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
32.02,#N/A
33.466,#N/A
Undetermined,#N/A
Undetermined,#N/A
29.081,#N/A
28.789,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
35.77,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
Undetermined,#N/A
